time,voltage
1.72,215.05
1.73,214.4
1.74,216.23
1.75,211.18
1.76,217.91
1.77,215.95
1.78,214.16
1.79,218.29
1.8,220.31
1.81,214.73
1.82,215.74
1.83,214.33
1.84,219.71
1.85,209.83
1.86,211.08
1.87,213.37
1.88,210.37
1.89,217.62
1.9,217.98
1.91,219.53
1.92,215.01
1.93,216.67
1.94,214.3
1.95,211.39
1.96,216.63
1.97,216.58
1.98,211.64
1.99,215.27
2.0,226.0
2.01,228.15
2.02,228.06
2.03,230.27
2.04,224.17
2.05,220.86
2.06,224.84
2.07,230.11
2.08,223.58
2.09,224.0
2.1,225.18
2.11,222.84
2.12,229.17
2.13,225.9
2.14,220.94
2.15,223.15
2.16,228.23
2.17,222.12
2.18,226.87
2.19,225.44
2.2,228.39
2.21,231.37
2.22,223.44
2.23,221.02
2.24,218.8
2.25,226.77
2.26,226.77
2.27,221.38
2.28,221.5
2.29,232.28
2.3,223.11
2.31,227.2
2.32,227.39
2.33,225.67
2.34,223.06
2.35,226.88
2.36,223.88
2.37,221.99
2.38,226.79
2.39,218.63
2.4,224.51
2.41,220.54
2.42,226.18
2.43,222.81
2.44,225.89
2.45,221.0
2.46,226.22
2.47,224.11
2.48,220.48
2.49,223.9
2.5,223.96
2.51,223.05
2.52,221.47
2.53,225.32
2.54,228.28
2.55,229.34
2.56,228.7
2.57,228.71
2.58,228.33
2.59,226.75
2.6,223.38
2.61,224.75
2.62,230.22
2.63,224.16
2.64,225.6
2.65,230.1
2.66,229.74
2.67,232.32
2.68,220.11
2.69,226.28
2.7,222.94
2.71,221.21
2.72,222.88
2.73,223.46
2.74,220.71
2.75,218.9
2.76,221.1
2.77,227.8
2.78,223.3
2.79,228.25
2.8,221.05
2.81,228.85
2.82,224.64
2.83,225.73
2.84,225.03
2.85,226.31
2.86,229.82
2.87,227.31
2.88,221.55
2.89,228.46
2.9,222.76
2.91,221.09
2.92,224.33
2.93,221.82
2.94,215.86
2.95,232.0
2.96,219.4
2.97,227.11
2.98,225.5
2.99,223.05
3.0,212.53
3.01,224.6
3.02,214.77
3.03,208.1
3.04,214.73
3.05,215.95
3.06,210.56
3.07,206.74
3.08,213.13
3.09,210.22
3.1,208.97
3.11,214.73
3.12,209.3
3.13,214.34
3.14,206.44
3.15,219.63
3.16,215.84
3.17,215.09
3.18,218.62
3.19,220.89
3.2,215.57
3.21,210.59
3.22,211.82
3.23,209.39
3.24,212.41
3.25,212.09
3.26,207.21
3.27,210.34
3.28,215.42
3.29,215.67
3.3,217.2
3.31,212.47
3.32,223.58
3.33,206.8
3.34,216.21
3.35,223.05
3.36,213.07
3.37,218.26
3.38,221.54
3.39,210.82
3.4,216.19
3.41,213.56
3.42,210.14
3.43,217.59
3.44,219.23
3.45,208.38
3.46,215.37
3.47,217.54
3.48,212.14
3.49,218.22
3.5,217.38
3.51,211.64
3.52,213.75
3.53,212.27
3.54,218.08
3.55,224.41
3.56,216.52
3.57,214.6
3.58,217.3
3.59,207.73
3.6,217.04
3.61,211.48
3.62,203.25
3.63,213.85
3.64,210.52
3.65,213.6
3.66,214.09
3.67,215.32
3.68,218.1
3.69,220.32
3.7,209.43
3.71,212.95
3.72,219.82
3.73,218.14
3.74,213.53
3.75,221.15
3.76,213.52
3.77,215.93
3.78,220.15
3.79,209.98
3.8,218.61
3.81,208.22
3.82,218.51
3.83,211.89
3.84,213.08
3.85,210.41
3.86,211.49
3.87,216.15
3.88,216.14
3.89,208.67
3.9,204.14
3.91,214.58
3.92,217.02
3.93,218.88
3.94,216.32
3.95,219.59
3.96,213.88
3.97,211.23
3.98,208.81
3.99,216.1
4.0,217.46
4.01,211.07
4.02,215.99
4.03,212.53
4.04,208.36
4.05,223.97
4.06,215.83
4.07,216.82
4.08,217.29
4.09,216.5
4.1,212.91
4.11,214.14
4.12,219.05
4.13,217.15
4.14,217.73
4.15,219.77
4.16,218.78
4.17,208.56
4.18,221.41
4.19,214.09
4.2,213.16
4.21,213.93
4.22,211.8
4.23,214.66
4.24,212.74
4.25,208.21
4.26,216.21
4.27,214.63
4.28,208.37
4.29,212.25
4.3,208.38
4.31,213.69
4.32,213.29
4.33,210.88
4.34,217.26
4.35,213.96
4.36,217.59
4.37,215.95
4.38,212.07
4.39,214.32
4.4,218.03
4.41,221.14
4.42,218.32
4.43,210.1
4.44,216.94
4.45,216.6
4.46,215.39
4.47,212.55
4.48,219.24
4.49,211.26
4.5,207.08
4.51,217.38
4.52,217.08
4.53,218.49
4.54,215.25
4.55,219.02
4.56,211.91
4.57,216.84
4.58,218.88
4.59,222.97
4.6,217.36
4.61,214.66
4.62,213.98
4.63,213.47
4.64,215.32
4.65,206.23
4.66,218.5
4.67,213.44
4.68,206.94
4.69,222.03
4.7,215.29
4.71,225.97
4.72,206.34
4.73,217.53
4.74,214.32
4.75,211.87
4.76,214.87
4.77,222.07
4.78,214.44
4.79,212.24
4.8,216.0
4.81,219.12
4.82,211.06
4.83,219.8
4.84,217.52
4.85,218.02
4.86,210.18
4.87,216.68
4.88,222.64
4.89,216.42
4.9,215.46
4.91,221.48
4.92,215.18
4.93,222.13
4.94,211.34
4.95,216.0
4.96,218.84
4.97,212.04
4.98,216.9
4.99,208.99
5.0,223.35
5.01,225.12
5.02,226.96
5.03,226.46
5.04,221.41
5.05,230.09
5.06,225.27
5.07,224.81
5.08,225.01
5.09,227.03
5.1,226.38
5.11,220.65
5.12,225.16
5.13,231.68
5.14,226.14
5.15,225.08
5.16,223.48
5.17,228.9
5.18,222.1
5.19,220.81
5.2,220.08
5.21,226.42
5.22,223.58
5.23,226.11
5.24,222.71
5.25,227.19
5.26,231.2
5.27,232.4
5.28,231.41
5.29,220.12
5.3,220.41
5.31,227.86
5.32,226.15
5.33,225.34
5.34,224.02
5.35,220.68
5.36,226.87
5.37,224.33
5.38,227.67
5.39,229.22
5.4,219.88
5.41,226.08
5.42,228.66
5.43,228.84
5.44,226.67
5.45,225.47
5.46,223.92
5.47,221.9
5.48,225.45
5.49,220.85
5.5,225.6
5.51,224.1
5.52,223.82
5.53,224.15
5.54,215.49
5.55,226.25
5.56,231.16
5.57,225.36
5.58,222.6
5.59,222.59
5.6,218.74
5.61,227.98
5.62,221.21
5.63,217.81
5.64,225.63
5.65,224.32
5.66,222.95
5.67,228.25
5.68,224.3
5.69,223.47
5.7,228.47
5.71,228.22
5.72,229.32
5.73,226.0
5.74,228.06
5.75,218.34
5.76,215.16
5.77,227.82
5.78,221.24
5.79,225.04
5.8,223.79
5.81,228.87
5.82,226.51
5.83,221.95
5.84,228.19
5.85,220.22
5.86,224.23
5.87,221.87
5.88,224.88
5.89,221.08
5.9,219.59
5.91,224.65
5.92,228.27
5.93,222.81
5.94,226.4
5.95,229.13
5.96,223.72
5.97,222.08
5.98,225.39
5.99,224.03
6.0,223.89
6.01,226.07
6.02,224.98
6.03,228.41
6.04,221.85
6.05,225.52
6.06,217.72
6.07,229.62
6.08,223.48
6.09,224.35
6.1,226.67
6.11,224.29
6.12,225.3
6.13,225.29
6.14,225.13
6.15,224.27
6.16,218.67
6.17,226.84
6.18,224.69
6.19,223.44
6.2,227.01
6.21,222.0
6.22,220.39
6.23,225.12
6.24,224.13
6.25,234.67
6.26,229.28
6.27,224.94
6.28,235.74
6.29,223.76
6.3,227.58
6.31,230.94
6.32,230.67
6.33,227.61
6.34,223.99
6.35,223.19
6.36,227.37
6.37,225.48
6.38,226.56
6.39,230.05
6.4,224.1
6.41,222.17
6.42,229.48
6.43,227.88
6.44,229.61
6.45,220.47
6.46,228.2
6.47,226.06
6.48,224.12
6.49,224.0
6.5,222.05
6.51,228.91
6.52,226.75
6.53,226.52
6.54,224.35
6.55,227.65
6.56,222.29
6.57,232.6
6.58,225.54
6.59,223.63
6.6,225.02
6.61,223.37
6.62,228.81
6.63,225.65
6.64,223.37
6.65,225.68
6.66,226.34
6.67,231.32
6.68,223.18
6.69,220.47
6.7,227.03
6.71,231.52
6.72,222.16
6.73,225.62
6.74,215.51
6.75,229.34
6.76,224.2
6.77,228.12
6.78,230.36
6.79,229.09
6.8,226.18
6.81,229.64
6.82,221.69
6.83,228.32
6.84,221.48
6.85,225.93
6.86,225.98
6.87,223.63
6.88,227.55
6.89,218.32
6.9,222.75
6.91,236.85
6.92,226.83
6.93,229.07
6.94,224.26
6.95,220.89
6.96,232.13
6.97,227.11
6.98,223.22
6.99,225.69
7.0,216.05
7.01,219.41
7.02,222.36
7.03,216.45
7.04,219.5
7.05,219.78
7.06,213.15
7.07,208.49
7.08,213.25
7.09,212.52
7.1,213.35
7.11,214.09
7.12,214.31
7.13,211.8
7.14,222.39
7.15,212.63
7.16,213.21
7.17,208.69
7.18,216.1
7.19,213.26
7.2,215.5
7.21,216.3
7.22,218.32
7.23,218.32
7.24,217.55
7.25,215.48
7.26,213.27
7.27,213.04
7.28,220.17
7.29,206.16
7.3,215.19
7.31,216.03
7.32,214.64
7.33,215.87
7.34,213.52
7.35,217.33
7.36,207.8
7.37,218.51
7.38,210.7
7.39,212.94
7.4,218.9
7.41,219.05
7.42,212.82
7.43,212.33
7.44,212.82
7.45,212.11
7.46,215.45
7.47,214.55
7.48,208.88
7.49,214.6
7.5,207.17
7.51,213.58
7.52,211.51
7.53,217.24
7.54,217.35
7.55,211.08
7.56,214.66
7.57,210.95
7.58,212.9
7.59,221.38
7.6,223.97
7.61,220.44
7.62,219.73
7.63,202.44
7.64,215.17
7.65,212.25
7.66,217.22
7.67,215.06
7.68,218.23
7.69,218.68
7.7,207.9
7.71,219.4
7.72,211.44
7.73,211.18
7.74,211.94
7.75,216.19
7.76,213.71
7.77,212.72
7.78,214.47
7.79,213.53
7.8,219.35
7.81,214.89
7.82,213.95
7.83,216.15
7.84,215.57
7.85,217.04
7.86,209.4
7.87,219.98
7.88,209.05
7.89,222.35
7.9,217.94
7.91,216.3
7.92,216.63
7.93,217.09
7.94,213.44
7.95,211.94
7.96,210.4
7.97,219.18
7.98,214.4
7.99,218.86
8.0,216.45
8.01,220.64
8.02,209.59
8.03,208.38
8.04,216.11
8.05,220.74
8.06,211.45
8.07,218.7
8.08,217.63
8.09,217.93
8.1,211.27
8.11,220.02
8.12,211.98
8.13,214.02
8.14,211.72
8.15,211.84
8.16,214.49
8.17,217.24
8.18,221.62
8.19,219.1
8.2,210.55
8.21,208.01
8.22,208.98
8.23,220.63
8.24,212.09
8.25,219.72
8.26,214.55
8.27,211.69
8.28,216.68
8.29,216.9
8.3,217.63
8.31,213.48
8.32,213.31
8.33,217.07
8.34,212.93
8.35,211.91
8.36,220.63
8.37,208.89
8.38,212.1
8.39,211.85
8.4,223.29
8.41,211.51
8.42,216.4
8.43,210.23
8.44,223.93
8.45,211.29
8.46,217.46
8.47,219.07
8.48,216.42
8.49,216.15
8.5,217.19
8.51,219.21
8.52,220.12
8.53,214.39
8.54,211.5
8.55,219.5
8.56,216.17
8.57,213.93
8.58,214.8
8.59,215.72
8.6,213.12
8.61,206.8
8.62,212.77
8.63,214.36
8.64,210.94
8.65,207.69
8.66,217.57
8.67,219.57
8.68,208.64
8.69,216.47
8.7,217.78
8.71,213.38
8.72,216.46
8.73,210.75
8.74,212.78
8.75,216.08
8.76,212.31
8.77,214.08
8.78,211.19
8.79,215.09
8.8,210.39
8.81,211.33
8.82,219.82
8.83,212.34
8.84,219.03
8.85,213.56
8.86,212.96
8.87,217.25
8.88,214.51
8.89,211.49
8.9,210.45
8.91,212.44
8.92,218.43
8.93,209.86
8.94,218.69
8.95,218.81
8.96,212.77
8.97,215.38
8.98,213.1
8.99,217.96
9.0,216.06
9.01,217.78
9.02,213.56
9.03,210.99
9.04,217.11
9.05,221.7
9.06,218.88
9.07,214.24
9.08,215.29
9.09,218.38
9.1,203.86
9.11,216.52
9.12,223.43
9.13,221.58
9.14,217.41
9.15,208.67
9.16,218.04
9.17,214.6
9.18,218.18
9.19,215.54
9.2,214.31
9.21,214.06
9.22,214.71
9.23,216.3
9.24,210.09
9.25,212.37
9.26,208.08
9.27,217.18
9.28,213.01
9.29,216.74
9.3,218.86
9.31,220.6
9.32,216.4
9.33,216.16
9.34,212.38
9.35,206.74
9.36,214.3
9.37,218.73
9.38,208.46
9.39,215.28
9.4,221.17
9.41,211.98
9.42,208.74
9.43,214.91
9.44,213.68
9.45,207.83
9.46,209.22
9.47,213.83
9.48,214.18
9.49,216.35
9.5,211.01
9.51,206.75
9.52,210.14
9.53,220.6
9.54,217.93
9.55,223.05
9.56,217.37
9.57,212.69
9.58,207.0
9.59,223.93
9.6,220.39
9.61,214.64
9.62,219.89
9.63,219.46
9.64,215.34
9.65,216.19
9.66,215.75
9.67,215.02
9.68,216.5
9.69,207.76
9.7,217.31
9.71,216.75
9.72,214.24
9.73,215.37
9.74,208.84
9.75,209.99
9.76,211.68
9.77,213.42
9.78,213.33
9.79,211.47
9.8,220.97
9.81,218.17
9.82,209.53
9.83,206.17
9.84,221.14
9.85,211.16
9.86,216.02
9.87,212.43
9.88,212.45
9.89,214.23
9.9,205.34
9.91,215.95
9.92,213.53
9.93,221.43
9.94,214.58
9.95,223.27
9.96,216.12
9.97,213.59
9.98,219.71
9.99,217.07
10.0,215.74
10.01,224.7
10.02,224.88
10.03,223.08
10.04,228.82
10.05,229.64
10.06,218.74
10.07,222.29
10.08,220.32
10.09,228.97
10.1,224.01
10.11,221.13
10.12,226.93
10.13,221.98
10.14,221.34
10.15,219.77
10.16,219.79
10.17,228.85
10.18,216.35
10.19,223.11
10.2,227.01
10.21,227.56
10.22,225.7
10.23,221.26
10.24,224.62
10.25,229.77
10.26,223.22
10.27,225.81
10.28,232.46
10.29,220.57
10.3,227.61
10.31,224.79
10.32,233.8
10.33,224.19
10.34,226.6
10.35,222.25
10.36,228.61
10.37,225.86
10.38,227.58
10.39,225.15
10.4,222.53
10.41,226.84
10.42,225.05
10.43,226.5
10.44,225.2
10.45,232.7
10.46,222.63
10.47,230.35
10.48,219.55
10.49,218.52
10.5,227.84
10.51,226.24
10.52,223.49
10.53,230.46
10.54,223.85
10.55,221.72
10.56,227.53
10.57,224.41
10.58,229.87
10.59,230.04
10.6,221.04
10.61,222.76
10.62,225.95
10.63,227.87
10.64,222.34
10.65,222.66
10.66,224.47
10.67,228.75
10.68,227.97
10.69,231.46
10.7,221.26
10.71,224.2
10.72,222.95
10.73,221.75
10.74,226.42
10.75,227.5
10.76,229.17
10.77,227.85
10.78,223.8
10.79,225.78
10.8,221.26
10.81,219.55
10.82,226.5
10.83,226.94
10.84,224.98
10.85,223.86
10.86,226.84
10.87,223.48
10.88,229.21
10.89,216.38
10.9,230.73
10.91,226.12
10.92,225.23
10.93,224.89
10.94,221.78
10.95,225.83
10.96,224.07
10.97,226.37
10.98,224.77
10.99,219.49
11.0,223.79
11.01,229.93
11.02,221.71
11.03,222.32
11.04,221.23
11.05,223.0
11.06,227.97
11.07,226.12
11.08,220.32
11.09,223.98
11.1,222.59
11.11,220.14
11.12,222.72
11.13,229.51
11.14,223.92
11.15,230.43
11.16,221.56
11.17,223.16
11.18,218.8
11.19,221.33
11.2,233.59
11.21,226.84
11.22,217.68
11.23,227.52
11.24,225.71
11.25,229.53
11.26,220.06
11.27,224.09
11.28,226.95
11.29,226.88
11.3,233.08
11.31,220.15
11.32,226.42
11.33,225.2
11.34,219.48
11.35,229.33
11.36,226.71
11.37,227.63
11.38,224.04
11.39,223.82
11.4,228.86
11.41,221.32
11.42,226.95
11.43,220.94
11.44,231.4
11.45,225.7
11.46,225.14
11.47,225.69
11.48,225.18
11.49,226.78
11.5,224.16
11.51,221.34
11.52,226.7
11.53,235.9
11.54,222.88
11.55,222.99
11.56,224.79
11.57,219.38
11.58,227.89
11.59,216.56
11.6,219.22
11.61,221.76
11.62,218.09
11.63,231.3
11.64,228.11
11.65,218.74
11.66,219.98
11.67,218.85
11.68,228.64
11.69,228.6
11.7,223.49
11.71,225.12
11.72,232.61
11.73,219.41
11.74,227.17
11.75,229.62
11.76,224.46
11.77,221.03
11.78,224.6
11.79,220.16
11.8,216.94
11.81,228.29
11.82,232.37
11.83,223.0
11.84,223.64
11.85,229.86
11.86,225.58
11.87,218.27
11.88,226.83
11.89,228.22
11.9,222.23
11.91,224.28
11.92,221.2
11.93,225.22
11.94,225.8
11.95,227.21
11.96,223.54
11.97,226.8
11.98,221.84
11.99,219.23
12.0,215.05
12.01,217.63
12.02,221.05
12.03,211.13
12.04,205.09
12.05,219.96
12.06,211.12
12.07,210.33
12.08,212.46
12.09,211.54
12.1,220.29
12.11,212.51
12.12,217.68
12.13,218.88
12.14,216.04
12.15,216.76
12.16,217.88
12.17,214.56
12.18,221.89
12.19,217.43
12.2,219.85
12.21,207.9
12.22,217.35
12.23,218.52
12.24,213.37
12.25,221.99
12.26,211.84
12.27,212.01
12.28,208.64
12.29,214.21
12.3,204.77
12.31,215.43
12.32,209.91
12.33,216.31
12.34,216.98
12.35,217.65
12.36,218.04
12.37,215.38
12.38,210.79
12.39,209.38
12.4,214.08
12.41,214.66
12.42,212.25
12.43,215.02
12.44,210.22
12.45,217.77
12.46,214.48
12.47,218.29
12.48,219.35
12.49,218.32
12.5,218.94
12.51,212.38
12.52,215.14
12.53,214.88
12.54,215.17
12.55,211.44
12.56,219.64
12.57,215.09
12.58,212.5
12.59,214.23
12.6,217.2
12.61,216.01
12.62,208.04
12.63,210.69
12.64,216.79
12.65,216.42
12.66,210.9
12.67,211.75
12.68,219.62
12.69,212.89
12.7,213.44
12.71,216.02
12.72,221.25
12.73,214.51
12.74,216.12
12.75,214.4
12.76,208.75
12.77,216.08
12.78,212.2
12.79,212.2
12.8,212.93
12.81,213.32
12.82,212.79
12.83,215.86
12.84,211.35
12.85,216.02
12.86,209.7
12.87,213.99
12.88,216.26
12.89,214.71
12.9,216.98
12.91,218.54
12.92,214.28
12.93,214.43
12.94,207.1
12.95,215.34
12.96,217.55
12.97,224.97
12.98,218.65
12.99,219.56
13.0,218.73
13.01,228.88
13.02,228.18
13.03,224.71
13.04,231.76
13.05,222.21
13.06,230.46
13.07,227.01
13.08,232.86
13.09,225.94
13.1,227.49
13.11,219.23
13.12,229.87
13.13,232.33
13.14,224.92
13.15,232.19
13.16,224.92
13.17,228.66
13.18,229.58
13.19,227.44
13.2,222.49
13.21,219.2
13.22,218.8
13.23,226.41
13.24,217.65
13.25,226.07
13.26,217.99
13.27,225.13
13.28,217.97
13.29,219.32
13.3,222.21
13.31,225.76
13.32,225.59
13.33,227.57
13.34,228.36
13.35,228.41
13.36,225.87
13.37,225.59
13.38,223.52
13.39,218.67
13.4,223.4
13.41,227.31
13.42,227.73
13.43,218.21
13.44,231.54
13.45,225.44
13.46,220.8
13.47,227.82
13.48,227.67
13.49,227.65
13.5,226.07
13.51,227.1
13.52,219.01
13.53,215.55
13.54,216.8
13.55,222.12
13.56,228.35
13.57,228.97
13.58,229.88
13.59,223.82
13.6,223.18
13.61,221.43
13.62,218.67
13.63,220.91
13.64,225.62
13.65,221.58
13.66,223.85
13.67,224.79
13.68,226.0
13.69,220.92
13.7,232.26
13.71,229.88
13.72,228.97
13.73,225.29
13.74,222.82
13.75,229.69
13.76,220.16
13.77,218.69
13.78,221.79
13.79,231.79
13.8,223.96
13.81,219.92
13.82,222.22
13.83,227.77
13.84,221.34
13.85,226.97
13.86,222.28
13.87,234.11
13.88,227.6
13.89,220.99
13.9,225.19
13.91,230.73
13.92,221.03
13.93,226.8
13.94,229.18
13.95,227.12
13.96,220.07
13.97,226.41
13.98,228.53
13.99,224.04
14.0,230.51
14.01,225.82
14.02,225.15
14.03,226.84
14.04,220.03
14.05,228.76
14.06,222.41
14.07,229.29
14.08,228.11
14.09,218.84
14.1,225.71
14.11,227.59
14.12,219.18
14.13,220.74
14.14,221.14
14.15,224.12
14.16,213.06
14.17,219.28
14.18,228.58
14.19,223.75
14.2,225.65
14.21,215.6
14.22,223.32
14.23,226.52
14.24,221.11
14.25,228.58
14.26,221.22
14.27,222.77
14.28,218.03
14.29,218.6
14.3,228.42
14.31,226.23
14.32,227.28
14.33,224.98
14.34,230.47
14.35,227.68
14.36,225.47
14.37,228.84
14.38,229.34
14.39,219.49
14.4,227.31
14.41,230.91
14.42,227.65
14.43,226.14
14.44,217.92
14.45,224.84
14.46,219.7
14.47,223.37
14.48,221.62
14.49,228.19
14.5,220.86
14.51,220.51
14.52,225.85
14.53,225.22
14.54,224.59
14.55,227.85
14.56,231.81
14.57,224.68
14.58,224.45
14.59,224.13
14.6,225.92
14.61,223.21
14.62,225.97
14.63,225.68
14.64,226.33
14.65,225.41
14.66,219.33
14.67,222.88
14.68,224.87
14.69,228.46
14.7,222.3
14.71,226.07
14.72,224.44
14.73,221.37
14.74,231.42
14.75,227.99
14.76,228.04
14.77,225.59
14.78,223.78
14.79,225.3
14.8,225.9
14.81,227.16
14.82,224.59
14.83,233.56
14.84,230.28
14.85,233.08
14.86,218.86
14.87,222.38
14.88,221.07
14.89,229.07
14.9,224.92
14.91,221.33
14.92,222.16
14.93,227.28
14.94,220.97
14.95,223.81
14.96,230.51
14.97,225.46
14.98,227.87
14.99,228.66
15.0,217.44
15.01,214.51
15.02,215.37
15.03,219.82
15.04,219.11
15.05,219.21
15.06,211.73
15.07,216.65
15.08,215.22
15.09,208.99
15.1,216.8
15.11,216.28
15.12,216.47
15.13,208.96
15.14,214.32
15.15,214.13
15.16,217.81
15.17,217.08
15.18,207.53
15.19,216.64
15.2,210.45
15.21,213.91
15.22,208.32
15.23,211.75
15.24,219.02
15.25,223.33
15.26,209.14
15.27,209.72
15.28,209.3
15.29,207.9
15.3,209.73
15.31,213.09
15.32,214.92
15.33,213.59
15.34,215.61
15.35,212.4
15.36,209.87
15.37,213.98
15.38,221.09
15.39,210.15
15.4,214.63
15.41,224.07
15.42,220.39
15.43,222.99
15.44,218.98
15.45,222.36
15.46,209.73
15.47,215.9
15.48,214.17
15.49,216.46
15.5,215.16
15.51,222.3
15.52,214.45
15.53,215.15
15.54,219.81
15.55,212.89
15.56,220.43
15.57,209.4
15.58,224.71
15.59,214.75
15.6,213.61
15.61,208.94
15.62,216.36
15.63,214.51
15.64,217.27
15.65,214.33
15.66,211.46
15.67,212.9
15.68,211.81
15.69,212.21
15.7,219.9
15.71,212.45
15.72,216.43
15.73,208.99
15.74,216.87
15.75,214.99
15.76,211.55
15.77,217.86
15.78,217.8
15.79,208.56
15.8,212.64
15.81,209.38
15.82,214.47
15.83,213.98
15.84,219.85
15.85,214.47
15.86,219.97
15.87,221.65
15.88,217.24
15.89,210.29
15.9,216.81
15.91,215.17
15.92,212.05
15.93,213.9
15.94,216.41
15.95,216.3
15.96,210.8
15.97,210.71
15.98,216.92
15.99,213.2
16.0,225.67
16.01,229.75
16.02,219.48
16.03,229.93
16.04,228.54
16.05,225.0
16.06,226.12
16.07,222.61
16.08,220.31
16.09,222.58
16.1,229.19
16.11,227.93
16.12,226.3
16.13,225.37
16.14,225.83
16.15,222.83
16.16,225.67
16.17,224.62
16.18,224.57
16.19,221.27
16.2,225.51
16.21,234.54
16.22,221.28
16.23,227.24
16.24,227.34
16.25,213.61
16.26,221.11
16.27,228.02
16.28,230.48
16.29,225.34
16.3,225.1
16.31,230.62
16.32,223.86
16.33,226.05
16.34,231.94
16.35,226.2
16.36,228.4
16.37,225.24
16.38,231.24
16.39,225.19
16.4,222.17
16.41,222.36
16.42,220.95
16.43,226.71
16.44,222.35
16.45,226.54
16.46,216.84
16.47,223.83
16.48,222.6
16.49,225.61
16.5,222.01
16.51,229.82
16.52,229.04
16.53,218.87
16.54,231.27
16.55,223.84
16.56,224.77
16.57,225.38
16.58,231.96
16.59,228.16
16.6,221.88
16.61,224.6
16.62,227.22
16.63,218.84
16.64,232.9
16.65,221.65
16.66,224.74
16.67,227.26
16.68,218.07
16.69,230.73
16.7,221.88
16.71,224.44
16.72,226.1
16.73,228.64
16.74,223.62
16.75,222.71
16.76,222.12
16.77,231.17
16.78,221.28
16.79,232.94
16.8,219.88
16.81,221.85
16.82,227.84
16.83,231.91
16.84,225.85
16.85,223.29
16.86,226.5
16.87,229.64
16.88,220.72
16.89,218.87
16.9,226.72
16.91,224.84
16.92,221.26
16.93,225.5
16.94,222.36
16.95,227.59
16.96,227.98
16.97,224.58
16.98,226.76
16.99,229.03
17.0,228.23
17.01,228.66
17.02,219.87
17.03,222.86
17.04,226.42
17.05,225.92
17.06,221.45
17.07,233.66
17.08,226.43
17.09,228.16
17.1,229.14
17.11,224.39
17.12,225.14
17.13,225.06
17.14,219.88
17.15,226.82
17.16,230.31
17.17,223.06
17.18,231.88
17.19,223.01
17.2,222.7
17.21,224.32
17.22,227.76
17.23,230.73
17.24,229.42
17.25,218.17
17.26,226.69
17.27,219.44
17.28,219.44
17.29,218.43
17.3,224.1
17.31,226.78
17.32,225.46
17.33,219.87
17.34,223.48
17.35,227.19
17.36,226.23
17.37,217.82
17.38,223.39
17.39,219.27
17.4,224.42
17.41,221.67
17.42,221.14
17.43,224.23
17.44,225.53
17.45,230.37
17.46,224.32
17.47,227.04
