time,voltage
15.4,210.6
15.43,214.56
15.47,208.32
15.5,212.06
15.53,218.48
15.57,217.19
15.6,214.58
15.63,219.4
15.67,212.03
15.7,207.93
15.73,214.42
15.77,210.65
15.8,217.43
15.83,218.74
15.87,225.91
15.9,212.48
15.93,213.21
15.97,213.87
16.0,224.99
16.03,224.7
16.07,225.34
16.1,235.42
16.13,221.09
16.17,226.46
16.2,226.12
16.23,224.8
16.27,226.89
16.3,219.41
16.33,213.64
16.37,224.56
16.4,226.47
16.43,228.51
16.47,218.47
16.5,231.37
16.53,221.23
16.57,222.69
16.6,221.3
16.63,214.87
16.67,224.71
16.7,229.63
16.73,228.77
16.77,223.23
16.8,227.21
16.83,230.37
16.87,228.17
16.9,226.79
16.93,230.02
16.97,230.75
17.0,228.73
17.03,226.05
17.07,233.72
17.1,219.13
17.13,219.88
17.17,223.48
17.2,227.28
17.23,227.3
17.27,229.95
17.3,225.34
17.33,223.37
17.37,220.45
17.4,220.9
17.43,222.91
17.47,224.03
17.5,218.29
17.53,222.67
17.57,225.13
17.6,228.14
17.63,230.59
17.67,235.96
17.7,226.47
17.73,235.33
17.77,222.75
17.8,226.62
17.83,217.03
17.87,233.31
17.9,226.37
17.93,225.47
17.97,226.25
18.0,211.29
18.03,203.67
18.07,211.98
18.1,211.57
18.13,206.85
18.17,209.28
18.2,213.68
18.23,215.43
18.27,211.75
18.3,211.9
18.33,212.95
18.37,212.38
18.4,221.19
18.43,208.45
18.47,212.41
18.5,219.39
18.53,217.85
18.57,214.41
18.6,199.75
18.63,221.23
18.67,217.35
18.7,209.86
18.73,214.79
18.77,218.53
18.8,216.65
18.83,214.36
18.87,223.91
18.9,221.0
18.93,218.17
18.97,220.12
19.0,214.85
19.03,214.29
19.07,215.62
19.1,208.19
19.13,213.84
19.17,213.26
19.2,208.81
19.23,221.33
19.27,212.55
19.3,208.08
19.33,211.51
19.37,208.7
19.4,211.4
19.43,209.38
19.47,211.33
19.5,208.97
19.53,203.8
19.57,217.51
19.6,208.97
19.63,210.33
19.67,208.35
19.7,215.11
19.73,220.64
19.77,212.32
19.8,215.88
19.83,219.93
19.87,214.64
19.9,211.9
19.93,212.02
19.97,208.4
20.0,227.31
20.03,217.88
20.07,222.87
20.1,211.08
20.13,222.09
20.17,222.97
20.2,227.67
20.23,220.87
20.27,223.95
20.3,228.77
20.33,226.33
20.37,226.77
20.4,216.27
20.43,224.71
20.47,222.26
20.5,220.48
20.53,220.72
20.57,221.66
20.6,231.66
20.63,224.63
20.67,228.57
20.7,220.53
20.73,231.53
20.77,217.71
20.8,229.26
20.83,228.61
20.87,219.92
20.9,227.12
20.93,228.46
20.97,231.61
21.0,219.41
21.03,220.48
21.07,228.89
21.1,231.94
21.13,232.26
21.17,223.87
21.2,223.49
21.23,234.57
21.27,223.28
21.3,220.94
21.33,225.53
21.37,226.98
21.4,223.05
21.43,219.21
21.47,236.0
21.5,227.91
21.53,226.28
21.57,228.45
21.6,224.74
21.63,219.21
21.67,217.27
21.7,222.28
21.73,223.1
21.77,221.45
21.8,218.53
21.83,220.96
21.87,223.66
21.9,218.74
21.93,226.21
21.97,221.3
22.0,218.29
22.03,207.39
22.07,215.93
22.1,214.3
22.13,225.01
22.17,216.85
22.2,218.99
22.23,210.59
22.27,220.19
22.3,211.29
22.33,210.43
22.37,221.4
22.4,217.38
22.43,209.52
22.47,217.76
22.5,206.14
22.53,211.8
22.57,202.56
22.6,219.32
22.63,218.98
22.67,211.66
22.7,213.89
22.73,217.85
22.77,220.74
22.8,217.16
22.83,216.13
22.87,222.14
22.9,220.44
22.93,216.12
22.97,219.48
23.0,218.43
23.03,215.64
23.07,214.42
23.1,217.99
23.13,214.72
23.17,207.78
23.2,218.69
23.23,217.96
23.27,213.08
23.3,217.75
23.33,211.78
23.37,224.72
23.4,214.27
23.43,212.54
23.47,217.06
23.5,224.36
23.53,216.78
23.57,214.7
23.6,212.87
23.63,211.71
23.67,210.42
23.7,216.74
23.73,212.06
23.77,215.73
23.8,218.26
23.83,207.13
23.87,215.74
23.9,229.78
23.93,224.18
23.97,206.74
24.0,229.29
24.03,226.93
24.07,232.9
24.1,224.6
24.13,229.33
24.17,229.22
24.2,221.86
24.23,219.88
24.27,232.07
24.3,219.39
24.33,232.2
24.37,227.39
24.4,221.12
24.43,226.52
24.47,232.58
24.5,220.86
24.53,219.4
24.57,220.35
24.6,223.81
24.63,227.93
24.67,225.4
24.7,232.57
24.73,223.18
24.77,221.39
24.8,228.3
24.83,221.8
24.87,225.96
24.9,221.19
24.93,226.75
24.97,227.62
25.0,230.06
25.03,224.27
25.07,221.89
25.1,226.4
25.13,217.93
25.17,231.71
25.2,226.92
25.23,227.35
25.27,218.96
25.3,229.84
25.33,230.39
25.37,223.0
25.4,223.59
25.43,223.32
25.47,218.91
25.5,228.6
25.53,224.87
25.57,236.49
25.6,229.11
25.63,223.97
25.67,227.16
25.7,224.77
25.73,233.02
25.77,215.43
25.8,227.71
25.83,227.7
25.87,229.9
25.9,228.42
25.93,230.26
25.97,225.01
26.0,215.98
26.03,217.05
26.07,213.11
26.1,209.23
26.13,210.81
26.17,205.53
26.2,216.51
26.23,214.18
26.27,220.26
26.3,216.73
26.33,217.71
26.37,221.2
26.4,215.06
26.43,217.96
26.47,224.11
26.5,213.84
26.53,220.22
26.57,213.72
26.6,221.02
26.63,214.86
26.67,220.63
26.7,212.27
26.73,219.02
26.77,209.44
26.8,210.88
26.83,215.84
26.87,219.58
26.9,216.09
26.93,203.5
26.97,213.71
27.0,207.11
27.03,215.36
27.07,207.66
27.1,212.18
27.13,220.85
27.17,222.67
27.2,212.86
27.23,220.62
27.27,203.93
27.3,211.87
27.33,213.69
27.37,220.12
27.4,216.21
27.43,212.31
27.47,217.46
27.5,211.55
27.53,209.82
27.57,220.98
27.6,210.93
27.63,218.25
27.67,216.53
27.7,213.11
27.73,216.16
27.77,214.48
27.8,219.55
27.83,212.81
27.87,212.67
27.9,221.53
27.93,209.86
27.97,215.79
28.0,209.27
28.03,213.35
28.07,217.67
28.1,207.67
28.13,213.2
28.17,218.2
28.2,212.74
28.23,212.34
28.27,208.74
28.3,216.78
28.33,220.43
28.37,218.18
28.4,212.77
28.43,208.07
28.47,217.37
28.5,212.59
28.53,215.14
28.57,217.2
28.6,214.45
28.63,212.75
28.67,212.8
28.7,218.72
28.73,214.32
28.77,208.62
28.8,222.11
28.83,218.29
28.87,213.06
28.9,209.79
28.93,214.47
28.97,223.52
29.0,227.12
29.03,221.34
29.07,221.81
29.1,219.11
29.13,228.76
29.17,229.83
29.2,232.17
29.23,223.27
29.27,222.08
29.3,221.9
29.33,230.43
29.37,220.9
29.4,225.91
29.43,222.9
29.47,224.34
29.5,230.73
29.53,219.65
29.57,223.78
29.6,228.81
29.63,231.58
29.67,223.41
29.7,218.02
29.73,222.12
29.77,230.89
29.8,232.77
29.83,232.13
29.87,225.07
29.9,226.23
29.93,225.11
29.97,224.56
30.0,230.72
30.03,210.76
30.07,218.52
30.1,219.41
30.13,219.22
30.17,213.43
30.2,219.94
30.23,223.62
30.27,223.75
30.3,229.34
30.33,228.89
30.37,214.12
30.4,223.29
30.43,224.88
30.47,226.81
30.5,226.23
30.53,228.57
30.57,215.35
30.6,215.1
30.63,228.6
30.67,229.23
30.7,222.96
30.73,215.59
30.77,225.14
30.8,223.77
30.83,233.72
30.87,227.22
30.9,223.22
30.93,225.12
30.97,212.89
31.0,217.64
31.03,214.67
31.07,212.15
31.1,218.06
31.13,213.9
31.17,226.99
31.2,209.22
31.23,222.36
31.27,215.68
31.3,222.38
31.33,205.37
31.37,206.38
31.4,211.46
31.43,220.92
31.47,218.72
31.5,222.12
31.53,216.25
31.57,216.04
31.6,208.21
31.63,217.79
31.67,212.37
31.7,217.5
31.73,217.8
31.77,223.24
31.8,217.76
31.83,217.83
31.87,210.82
31.9,218.42
31.93,219.8
31.97,216.48
32.0,205.89
32.03,212.06
32.07,223.21
32.1,215.54
32.13,211.12
32.17,219.05
32.2,215.92
32.23,210.83
32.27,211.97
32.3,215.62
32.33,208.45
32.37,216.41
32.4,215.24
32.43,221.12
32.47,218.26
32.5,210.22
32.53,219.78
32.57,210.46
32.6,217.57
32.63,204.8
32.67,226.55
32.7,220.65
32.73,216.81
32.77,211.36
32.8,215.7
32.83,209.62
32.87,211.28
32.9,210.39
32.93,220.45
32.97,208.42
33.0,212.43
33.03,216.19
33.07,214.85
33.1,220.81
33.13,223.2
33.17,214.63
33.2,214.86
33.23,210.19
33.27,208.73
33.3,219.27
33.33,215.77
33.37,222.79
33.4,218.07
33.43,213.85
33.47,222.25
33.5,220.12
33.53,208.1
33.57,212.72
33.6,218.32
33.63,204.59
33.67,209.04
33.7,219.8
33.73,214.37
33.77,209.81
33.8,215.57
33.83,222.94
33.87,208.99
33.9,216.94
33.93,215.91
33.97,222.06
34.0,226.31
34.03,226.8
34.07,222.07
34.1,233.13
34.13,221.31
34.17,219.21
34.2,223.72
34.23,219.59
34.27,224.28
34.3,220.08
34.33,227.0
34.37,221.88
34.4,229.0
34.43,226.21
34.47,221.96
34.5,222.4
34.53,227.36
34.57,225.58
34.6,231.7
34.63,225.33
34.67,224.9
34.7,229.75
34.73,214.74
34.77,226.68
34.8,228.85
34.83,230.11
34.87,221.09
34.9,224.92
34.93,224.45
34.97,227.55
35.0,224.9
35.03,213.2
35.07,212.39
35.1,210.03
35.13,210.33
35.17,222.0
35.2,219.2
35.23,211.14
35.27,209.63
35.3,213.53
35.33,215.88
35.37,218.61
35.4,211.7
35.43,219.1
35.47,217.26
35.5,224.54
35.53,213.31
35.57,218.85
35.6,212.91
35.63,226.62
35.67,215.2
35.7,218.28
35.73,213.32
35.77,213.11
35.8,205.57
35.83,216.55
35.87,215.2
35.9,215.6
35.93,214.77
35.97,216.4
36.0,227.16
36.03,238.66
36.07,226.66
36.1,219.21
36.13,231.16
36.17,226.68
36.2,238.9
36.23,227.87
36.27,227.52
36.3,223.8
36.33,231.34
36.37,232.1
36.4,222.14
36.43,225.65
36.47,209.36
36.5,229.63
36.53,224.44
36.57,221.69
36.6,231.88
36.63,225.13
36.67,215.52
36.7,224.23
36.73,224.23
36.77,222.46
36.8,222.88
36.83,228.86
36.87,216.53
36.9,220.06
36.93,225.9
36.97,225.77
37.0,230.69
37.03,228.13
37.07,224.15
37.1,221.89
37.13,225.57
37.17,214.1
37.2,230.25
37.23,229.55
37.27,230.95
37.3,226.2
37.33,228.98
37.37,219.25
37.4,235.27
37.43,225.86
37.47,233.8
37.5,232.3
37.53,223.42
37.57,223.32
37.6,228.89
37.63,221.72
37.67,217.42
37.7,218.02
37.73,224.23
37.77,212.38
37.8,214.69
37.83,225.68
37.87,230.13
37.9,226.14
37.93,231.07
37.97,228.39
38.0,233.86
38.03,225.15
38.07,231.67
38.1,228.49
38.13,223.78
38.17,226.66
38.2,223.01
38.23,222.5
38.27,227.87
38.3,228.82
38.33,224.12
38.37,226.53
38.4,230.25
38.43,225.0
38.47,224.04
38.5,219.25
38.53,223.17
38.57,231.06
38.6,225.65
38.63,228.31
38.67,232.35
38.7,214.49
38.73,216.8
38.77,229.22
38.8,221.11
38.83,228.85
38.87,228.74
38.9,221.54
38.93,225.94
38.97,224.24
39.0,217.66
39.03,216.05
39.07,208.17
39.1,218.47
39.13,208.04
39.17,214.46
39.2,215.25
39.23,210.34
39.27,222.22
39.3,212.47
39.33,219.94
39.37,210.32
39.4,215.26
39.43,209.56
39.47,222.46
39.5,218.32
39.53,213.86
39.57,211.24
39.6,215.96
39.63,211.06
39.67,217.13
39.7,210.83
39.73,213.71
39.77,208.57
39.8,217.89
39.83,203.56
39.87,207.59
39.9,208.31
39.93,216.05
39.97,227.43
40.0,222.27
40.03,215.12
40.07,214.25
40.1,218.26
40.13,209.59
40.17,220.3
40.2,209.11
40.23,208.5
40.27,219.97
40.3,214.87
40.33,216.12
40.37,211.18
40.4,208.83
40.43,210.49
40.47,215.27
40.5,211.0
40.53,215.01
40.57,221.02
40.6,213.02
40.63,218.83
40.67,221.72
40.7,218.19
40.73,204.85
40.77,212.85
40.8,211.67
40.83,211.12
40.87,209.83
40.9,220.11
40.93,214.51
40.97,218.51
41.0,226.2
41.03,219.58
41.07,227.9
41.1,224.66
41.13,235.05
41.17,220.66
41.2,225.78
41.23,234.92
41.27,224.68
41.3,226.23
41.33,222.74
41.37,220.78
41.4,228.33
41.43,228.37
41.47,231.38
41.5,221.15
41.53,231.69
41.57,228.04
41.6,227.89
41.63,223.99
41.67,225.49
41.7,230.08
41.73,226.36
41.77,221.42
41.8,219.04
41.83,221.87
41.87,216.48
41.9,226.4
41.93,228.18
41.97,223.81
42.0,212.22
42.03,213.03
42.07,222.7
42.1,213.75
42.13,232.68
42.17,214.61
42.2,217.86
42.23,216.4
42.27,213.05
42.3,210.87
42.33,217.31
42.37,209.16
42.4,219.62
42.43,212.81
42.47,211.51
42.5,206.45
42.53,215.49
42.57,222.78
42.6,212.03
42.63,220.62
42.67,217.13
42.7,215.35
42.73,215.02
42.77,218.33
42.8,224.47
42.83,215.04
42.87,211.35
42.9,217.96
42.93,220.51
42.97,216.35
43.0,212.56
43.03,204.97
43.07,222.51
43.1,216.52
43.13,215.79
43.17,218.03
43.2,216.1
43.23,210.46
43.27,221.46
43.3,205.69
43.33,211.24
43.37,217.54
43.4,213.02
43.43,214.5
43.47,208.13
43.5,216.98
43.53,212.95
43.57,210.03
43.6,209.01
43.63,218.23
43.67,206.13
43.7,221.93
43.73,222.78
43.77,211.76
43.8,211.08
43.83,213.59
43.87,214.29
43.9,222.33
43.93,213.81
43.97,214.89
44.0,212.09
44.03,231.35
44.07,220.16
44.1,227.06
44.13,221.68
44.17,229.67
44.2,228.47
44.23,223.01
44.27,224.82
44.3,224.93
44.33,229.61
44.37,223.9
44.4,216.59
44.43,224.12
44.47,216.84
44.5,223.06
44.53,230.07
44.57,225.53
44.6,230.16
44.63,225.0
44.67,222.28
44.7,220.46
44.73,222.06
44.77,231.63
44.8,228.68
44.83,226.8
44.87,228.31
44.9,235.72
44.93,228.92
44.97,216.57
45.0,221.34
45.03,227.01
45.07,227.47
45.1,225.76
45.13,218.12
45.17,235.14
45.2,222.46
45.23,219.04
45.27,227.54
45.3,222.97
45.33,214.29
45.37,221.32
45.4,218.4
45.43,219.76
45.47,221.83
45.5,225.87
45.53,236.67
45.57,225.06
45.6,216.92
45.63,224.63
45.67,217.01
45.7,233.08
45.73,229.71
45.77,218.49
45.8,225.38
45.83,225.41
45.87,221.12
45.9,231.51
45.93,234.21
45.97,222.36
46.0,221.02
46.03,230.32
46.07,230.98
46.1,226.35
46.13,232.98
46.17,221.25
46.2,227.47
46.23,226.91
46.27,227.13
46.3,228.59
46.33,235.98
46.37,223.34
46.4,224.1
46.43,229.9
46.47,227.75
46.5,222.81
46.53,228.34
46.57,225.4
46.6,219.4
46.63,226.8
46.67,226.89
46.7,225.7
46.73,218.19
46.77,218.3
46.8,217.37
46.83,228.5
46.87,222.58
46.9,232.8
46.93,219.76
46.97,234.58
47.0,221.34
47.03,221.21
47.07,220.93
47.1,216.76
47.13,210.52
47.17,222.67
47.2,217.31
47.23,211.2
47.27,215.77
47.3,212.77
47.33,213.35
47.37,215.45
47.4,218.52
47.43,214.99
47.47,221.08
47.5,214.13
47.53,218.52
47.57,223.87
47.6,207.87
47.63,214.24
47.67,201.28
47.7,225.59
47.73,208.25
47.77,214.39
47.8,213.25
47.83,227.93
47.87,202.21
47.9,209.8
47.93,206.42
47.97,212.58
48.0,221.51
48.03,224.5
48.07,213.54
48.1,223.32
48.13,224.0
48.17,225.0
48.2,222.03
48.23,225.81
48.27,221.41
48.3,225.14
48.33,223.9
48.37,225.8
48.4,219.01
48.43,221.37
48.47,223.39
48.5,227.36
48.53,226.05
48.57,220.87
48.6,226.75
48.63,227.07
48.67,229.05
48.7,228.68
48.73,228.12
48.77,224.42
48.8,220.66
48.83,227.55
48.87,223.34
48.9,230.35
48.93,230.0
48.97,228.08
49.0,209.86
49.03,205.27
49.07,222.73
49.1,220.67
49.13,217.05
49.17,220.82
49.2,211.32
49.23,216.34
49.27,217.66
49.3,220.42
49.33,216.47
49.37,216.5
49.4,214.7
49.43,226.79
49.47,202.31
49.5,212.99
49.53,220.03
49.57,218.62
49.6,212.71
49.63,214.84
49.67,211.05
49.7,206.3
49.73,204.83
49.77,215.24
49.8,220.11
49.83,213.48
49.87,214.99
49.9,212.88
49.93,211.91
49.97,212.57
50.0,212.19
50.03,211.43
50.07,218.39
50.1,211.15
50.13,217.54
50.17,202.84
50.2,203.62
50.23,211.65
50.27,211.88
50.3,220.72
50.33,207.04
50.37,210.01
50.4,211.57
50.43,218.04
50.47,211.98
50.5,208.86
50.53,211.59
50.57,214.62
50.6,216.86
50.63,210.09
50.67,216.64
50.7,220.25
50.73,214.36
50.77,211.13
50.8,204.3
50.83,213.6
50.87,214.46
50.9,218.95
50.93,217.95
50.97,212.35
51.0,211.6
51.03,215.68
51.07,212.2
51.1,216.61
51.13,216.28
51.17,218.22
51.2,210.49
51.23,203.28
51.27,207.64
51.3,212.97
51.33,220.26
51.37,212.08
51.4,213.95
51.43,208.55
51.47,215.26
51.5,218.56
51.53,222.14
51.57,213.48
51.6,210.74
51.63,211.86
51.67,205.29
51.7,215.9
51.73,213.66
51.77,206.68
51.8,210.47
51.83,216.53
51.87,214.75
51.9,208.03
51.93,217.86
51.97,221.68
52.0,230.27
52.03,225.28
52.07,221.81
52.1,226.93
52.13,225.85
52.17,229.62
52.2,228.42
52.23,224.17
52.27,228.5
52.3,229.32
52.33,218.46
52.37,218.78
52.4,225.75
52.43,230.04
52.47,221.77
52.5,224.28
52.53,215.63
52.57,226.52
52.6,226.47
52.63,226.51
52.67,217.47
52.7,224.24
52.73,223.81
52.77,225.18
52.8,212.14
52.83,219.96
52.87,219.44
52.9,219.91
52.93,223.29
52.97,229.74
53.0,222.97
53.03,229.25
53.07,233.02
53.1,222.96
53.13,228.56
53.17,219.67
53.2,218.57
53.23,227.18
53.27,221.69
53.3,224.2
53.33,218.93
53.37,218.52
53.4,226.07
53.43,227.6
53.47,230.85
53.5,223.57
53.53,231.12
53.57,221.39
53.6,216.11
53.63,222.9
53.67,220.71
53.7,230.92
53.73,224.55
53.77,228.37
53.8,222.49
53.83,226.49
53.87,229.72
53.9,227.29
53.93,216.99
53.97,225.48
54.0,206.96
54.03,208.97
54.07,217.55
54.1,214.53
54.13,216.27
54.17,215.82
54.2,201.43
54.23,217.12
54.27,218.54
54.3,218.24
54.33,212.85
54.37,215.3
54.4,212.81
54.43,217.55
54.47,219.58
54.5,219.0
54.53,214.87
54.57,217.71
54.6,214.54
54.63,216.28
54.67,217.55
54.7,214.17
54.73,205.93
54.77,216.29
54.8,213.99
54.83,220.02
54.87,218.69
54.9,213.69
54.93,214.73
54.97,217.03
55.0,219.55
55.03,218.56
55.07,223.15
55.1,209.29
55.13,219.43
55.17,201.64
55.2,216.58
55.23,218.35
55.27,214.39
55.3,208.04
55.33,208.91
55.37,210.63
55.4,212.82
55.43,220.12
55.47,222.53
55.5,215.12
55.53,209.68
55.57,211.23
55.6,225.61
55.63,214.58
55.67,215.86
55.7,224.35
55.73,215.47
55.77,212.36
55.8,214.2
55.83,209.06
55.87,208.8
55.9,214.41
55.93,213.32
55.97,217.09
56.0,218.07
56.03,227.83
56.07,223.36
56.1,225.18
56.13,217.99
56.17,222.47
56.2,225.15
56.23,220.78
56.27,216.89
56.3,216.52
56.33,225.45
56.37,227.68
56.4,226.38
56.43,221.67
56.47,217.73
56.5,226.68
56.53,228.03
56.57,218.82
56.6,228.36
56.63,231.89
56.67,228.58
56.7,219.62
56.73,219.35
56.77,225.83
56.8,228.23
56.83,221.97
56.87,221.4
56.9,225.9
56.93,224.75
56.97,228.33
57.0,220.88
57.03,218.89
57.07,220.11
57.1,218.96
57.13,210.61
57.17,223.82
57.2,221.37
57.23,232.28
57.27,225.7
57.3,230.77
57.33,224.94
57.37,219.4
57.4,228.51
57.43,227.73
57.47,223.42
57.5,220.66
57.53,219.42
57.57,223.66
57.6,227.0
57.63,224.65
57.67,233.02
57.7,230.02
57.73,224.74
57.77,223.63
57.8,227.29
57.83,219.63
57.87,224.95
57.9,228.81
57.93,225.84
57.97,225.85
58.0,208.81
58.03,214.95
58.07,209.95
58.1,215.59
58.13,216.95
58.17,217.25
58.2,212.95
58.23,206.41
